speaker,text,act,conv_id,topic,topic_ldaconv,topic_ldautt
1,do you have a pitch detector that you're using?,4,15,-1,-1,-1
1,my,2,15,-1,-1,-1
1,do you do you have a a pitch detector that you are using in these experiments?,4,15,-1,-1,-1
1,pitch?,4,15,-1,-1,-1
1,uh i i'm working now with pitch detector.,0,15,-1,-1,-1
1,well it's the fifth page i guess.,0,15,-1,-1,-1
1,yeah.,0,15,-1,-1,-1
1,i'm working now but uh i haven't uh results yet.,0,15,-1,-1,-1
1,fifth page.,0,15,-1,-1,-1
1,but uh at this moment i i i prepare i am i am preparing the the pitch uh uh tracking pitch tracker uh algorithm that i have.,0,15,-1,-1,-1
1,oh it's seventy five per cent!,0,15,-1,-1,-1
1,does does it have a voiced unvoiced uh detector in it?,4,15,-1,-1,-1
1,but uh,2,15,-1,-1,-1
1,uh,3,15,-1,-1,-1
1,no.,0,15,-1,-1,-1
1,it doesn't.,0,15,-1,-1,-1
0,it just finds the it just finds the pitch even when it's unvoiced?,4,15,-1,-1,-1
0,i mean it must have some it has to tell you something.,0,15,-1,-1,-1
1,uh i i,2,15,-1,-1,-1
1,it has to tell you.,0,15,-1,-1,-1
0,it has to give you at least a zero one.,0,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,right?,4,15,-1,-1,-1
1,i mean uh binary,2,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,it's based on uh a correlation between frame the utterance.,0,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,but uh i don't know what is um uh,2,15,-1,-1,-1
1,right.,1,15,-1,-1,-1
1,because it's no my my algorithm.,0,15,-1,-1,-1
1,yeah so ordinarily in these things it does tell you that it's it's voiced with a pitch of such and such.,0,15,-1,-1,-1
1,is,2,15,-1,-1,-1
1,and it will it will say something like zero.,0,15,-1,-1,-1
1,uhhuh.,0,15,-1,-1,-1
1,or you know it'll have something that it says when it's when it can't find a good good uh uh period.,0,15,-1,-1,-1
1,uhhuh.,0,15,-1,-1,-1
1,right?,4,15,-1,-1,-1
0,so it's looking for some periodic behavior.,0,15,-1,-1,-1
0,and if it can't find a period it tells you for for most things like that.,0,15,-1,-1,-1
1,uhhuh.,1,15,-1,-1,-1
0,for most.,2,15,-1,-1,-1
1,so i mean this is getting back to what liz was suggesting.,0,15,-1,-1,-1
0,which i think actually is good the more i think of it.,0,15,-1,-1,-1
0,that that um for normalization you could do something like take voiced sections and normalize to equalize the energy in that.,0,15,-1,-1,-1
0,i'm just still going back to normalization that even though it's roughly normalized uh for overall gain i think it it's it it may not be normalized enough.,0,15,-1,-1,-1
1,uhhuh.,1,15,-1,-1,-1
0,for for both for uh the frame energy and uh residular l p c uh energy too?,4,15,-1,-1,-1
1,uh for both.,0,15,-1,-1,-1
0,yeah.,1,15,-1,-1,-1
1,for both.,0,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
0,yeah.,1,15,-1,-1,-1
1,but uh i test different normalization.,0,15,-1,-1,-1
0,i uh,2,15,-1,-1,-1
0,what kind of normalization?,4,15,-1,-1,-1
0,i i,2,15,-1,-1,-1
1,okay so so i think i mean this is something to to experimentally determine.,0,15,-1,-1,-1
1,this is,2,15,-1,-1,-1
0,yeah.,0,15,-1,-1,-1
1,but i mean if um,2,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,as i understand it you have you have some regions that uh um are marked as,2,15,-1,-1,-1
0,you have training data that you're trying to find a threshold.,0,15,-1,-1,-1
0,right?,4,15,-1,-1,-1
0,and so um um if you take um all the things all the uh speak things marked s p k and uh look for the voiced uh energy in them,2,15,-1,-1,-1
1,uhhuh.,1,15,-1,-1,-1
0,uhhuh.,1,15,-1,-1,-1
1,and uh,3,15,-1,-1,-1
0,well just in in each case take a take a take a frame.,0,15,-1,-1,-1
0,take the,2,15,-1,-1,-1
0,uh uh,3,15,-1,-1,-1
0,if it's if it's voiced include it.,0,15,-1,-1,-1
0,just separate out from the from the normal things.,0,15,-1,-1,-1
1,uhhuh uhhuh.,1,15,-1,-1,-1
1,separate out voiced.,0,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,right.,0,15,-1,-1,-1
0,then you're going to end up with uh a a uh a mean uh standard deviation and so forth.,0,15,-1,-1,-1
0,and then do your normalization based on that.,0,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
0,yeah.,1,15,-1,-1,-1
1,and once you do that just for voiced,2,15,-1,-1,-1
0,um um,3,15,-1,-1,-1
0,i guess you'd,2,15,-1,-1,-1
1,you can also look at just the voiced regions later.,0,15,-1,-1,-1
0,i mean that would be the most sensitive measure.,0,15,-1,-1,-1
0,because you know if you're normalizing for voiced and then you look at regions that are voiced with the same robustness in estimation of what voicing is um you should be much more sensitive to the to the overlaps then if you,2,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,you know if you normalize but you look everywhere at at at fricatives or something you won't really know anything.,0,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,so i mean assuming if it's true that the overlap regions are sort of long enough that there's some voicing in each of them by each of the speakers then you should do very well if you do this.,0,15,-1,-1,-1
1,right.,1,15,-1,-1,-1
0,right.,1,15,-1,-1,-1
0,right.,0,15,-1,-1,-1
1,but you'll only know that in the voiced regions.,0,15,-1,-1,-1
1,huh.,1,15,-1,-1,-1
1,but those are close enough to the,2,15,-1,-1,-1
0,you know there's enough voicing going on and off uh that if you can capture the voicing and if you can capture it when there's overlap then you should do quite well there.,0,15,-1,-1,-1
1,uhhuh.,1,15,-1,-1,-1
0,huh.,1,15,-1,-1,-1
1,i'm wondering about um if there,2,15,-1,-1,-1
0,i suppose this is still just that one that one data sample.,0,15,-1,-1,-1
0,right?,4,15,-1,-1,-1
0,that one meeting?,4,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,but it seems like to have it it seems like a very hard test to have it be looking at the energy of all the speakers combined rather than taking you know maybe two extreme speakers out of the mix and seeing if if it's promising with respect to that type of analysis.,0,15,-1,-1,-1
0,if you take like a target speaker and maybe,2,15,-1,-1,-1
1,yeah.,0,15,-1,-1,-1
1,well i mean if there's enough data maybe two.,0,15,-1,-1,-1
0,two target speakers.,0,15,-1,-1,-1
0,and then compare that to the mixture of all the speakers.,0,15,-1,-1,-1
1,you could do that.,0,15,-1,-1,-1
0,yeah.,1,15,-1,-1,-1
0,i mean be and if they still overlapped i i the,2,15,-1,-1,-1
1,that's hard.,2,15,-1,-1,-1
1,but but i i think that this is a good first thing to just sort of see.,0,15,-1,-1,-1
0,and and what this says is that that without any special normalization at least this is there's a lot of overlap here.,0,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,okay.,1,15,-1,-1,-1
1,and so i mean coming back to jose's question,2,15,-1,-1,-1
0,i mean there's still this issue of of of how much time,2,15,-1,-1,-1
0,i mean,2,15,-1,-1,-1
0,what do you look at in order to normalize?,4,15,-1,-1,-1
0,i mean you you get some data in you don't know which it is how do you how do you what period of time do you look over to normalize it by?,4,15,-1,-1,-1
1,yeah.,0,15,-1,-1,-1
1,and and uh that's that's something to think about and experiment with.,0,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,i think also the harmonics would be very important.,0,15,-1,-1,-1
0,so if you can find voiced regions and,2,15,-1,-1,-1
1,yes.,0,15,-1,-1,-1
1,you know if you have two speakers and they're both voicing,2,15,-1,-1,-1
0,unless they have very similar you know pitch you should be able to see the difference in harmonics pretty clearly.,0,15,-1,-1,-1
1,right so that's what we were talking about before with with harmonicity measure.,0,15,-1,-1,-1
1,just by counting them.,0,15,-1,-1,-1
1,um and the length,2,15,-1,-1,-1
1,i mean,2,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,yeah so even if you're not exactly sure when the overlap starts and ends because there's some non voiced regions at least you can have these islands of reliability where you're pretty sure.,0,15,-1,-1,-1
1,yeah so,3,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,it seems like with the overlaps being fairly long that should make it easier.,0,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
0,yeah.,1,15,-1,-1,-1
1,right.,0,15,-1,-1,-1
1,that that was an interesting statistic.,0,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,and you could put an estimate estimate you know a fuzzy start and end time.,0,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
0,yeah.,1,15,-1,-1,-1
1,that they're much longer than i expected.,0,15,-1,-1,-1
1,but this is very short.,0,15,-1,-1,-1
1,ninety per cent of them are over two two hundred milliseconds.,0,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
0,yeah.,1,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,is a problem to detect.,0,15,-1,-1,-1
1,well it's sort of good though if you're for for your accuracy.,0,15,-1,-1,-1
1,but it's a problem to it's a problem to identify and to detect too with uh the javier system for example.,0,15,-1,-1,-1
1,it is good.,0,15,-1,-1,-1
0,but it's uh but it surprised me.,0,15,-1,-1,-1
1,uh gives you a little more time to try to detect them.,0,15,-1,-1,-1
1,yes.,0,15,-1,-1,-1
0,for example.,0,15,-1,-1,-1
1,for example.,0,15,-1,-1,-1
0,it's a problem.,0,15,-1,-1,-1
1,yeah.,0,15,-1,-1,-1
0,uh well,2,15,-1,-1,-1
1,uh,3,15,-1,-1,-1
0,uh what,2,15,-1,-1,-1
1,good.,0,15,-1,-1,-1
1,sorry.,0,15,-1,-1,-1
1,yeah.,0,15,-1,-1,-1
1,what what happened with the different contexts?,4,15,-1,-1,-1
0,because uh uh you are talking about uh the period or the the duration of the the window to uh the the long of the window to to consider normalization.,0,15,-1,-1,-1
0,no?,4,15,-1,-1,-1
1,yeah and i i,2,15,-1,-1,-1
1,but uh we have different contexts.,0,15,-1,-1,-1
0,the the the the period the the the length of the window to to normalize uh the energy is uh in the context of the overlapping zone?,4,15,-1,-1,-1
0,is uh in the in the left context as in in the right context considering uh the these frames?,4,15,-1,-1,-1
0,you mean?,4,15,-1,-1,-1
1,i don't know.,0,15,-1,-1,-1
0,i i want to think about it.,0,15,-1,-1,-1
0,and you should think about it.,0,15,-1,-1,-1
1,yeah.,0,15,-1,-1,-1
1,i i i didn't want to just pop out an answer.,0,15,-1,-1,-1
0,because i realized i i hadn't thought about it enough.,0,15,-1,-1,-1
1,okay.,0,15,-1,-1,-1
1,two hundred milliseconds hamming window.,0,15,-1,-1,-1
1,because because the the the problem is that we have different contexts.,0,15,-1,-1,-1
1,yeah something,2,15,-1,-1,-1
1,different situation and,2,15,-1,-1,-1
1,something like that.,0,15,-1,-1,-1
1,that's true.,0,15,-1,-1,-1
0,that's complicated.,0,15,-1,-1,-1
1,too.,0,15,-1,-1,-1
1,just out of curiosity what was the bug?,4,15,-1,-1,-1
1,i'm not sure.,0,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,what was the bug that you found?,4,15,-1,-1,-1
1,what the,2,15,-1,-1,-1
1,the bug from last uh meeting.,0,15,-1,-1,-1
1,uh the bug.,0,15,-1,-1,-1
0,the bug of was the the f seek function in c.,0,15,-1,-1,-1
0,because doesn't work uh when you uh you try to to to to do an a dated access to to a file a big file uh uh moving the the head of the in the hard disk uh forward and backward a lot of time,2,15,-1,-1,-1
1,uhhuh.,1,15,-1,-1,-1
0,uhhuh.,1,15,-1,-1,-1
1,uh in a moment f seek function doesn't work.,0,15,-1,-1,-1
1,huh.,1,15,-1,-1,-1
1,and i had an problem.,0,15,-1,-1,-1
1,uh that's interesting.,0,15,-1,-1,-1
0,and it didn't give you good error messages.,0,15,-1,-1,-1
1,yes this is this is it's incredible.,0,15,-1,-1,-1
1,huh.,1,15,-1,-1,-1
1,huh!,1,15,-1,-1,-1
1,i i i do the same in in another in another way.,0,15,-1,-1,-1
1,so it was positioning randomly?,4,15,-1,-1,-1
1,and i haven't problem.,0,15,-1,-1,-1
1,did you typecast to long?,4,15,-1,-1,-1
0,or size t or whatever it is?,4,15,-1,-1,-1
0,i don't remember what it is.,0,15,-1,-1,-1
0,one of the problems if the file is large um and you're cast to the wrong type.,0,15,-1,-1,-1
1,i i i don't know.,0,15,-1,-1,-1
0,but uh i i think the the position in the file uh doesn't work uh uh in long file.,0,15,-1,-1,-1
0,a very long file.,0,15,-1,-1,-1
1,well what he's saying is that the typecasting could be the issue for f seek.,0,15,-1,-1,-1
1,right if you're sending at an integer instead of a long.,0,15,-1,-1,-1
1,the typecast?,4,15,-1,-1,-1
1,typecast from integer int i n t or long or unsigned long.,0,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
0,uh it's um no no it's unsigned.,0,15,-1,-1,-1
1,i think it's,2,15,-1,-1,-1
0,yeah.,1,15,-1,-1,-1
0,well it's one possibility.,0,15,-1,-1,-1
1,signed.,0,15,-1,-1,-1
1,yeah because i think in i mean in general f seek works.,0,15,-1,-1,-1
1,i i i don't know.,0,15,-1,-1,-1
1,so it's,2,15,-1,-1,-1
1,yep.,0,15,-1,-1,-1
1,i don't know.,0,15,-1,-1,-1
0,but uh i i solved the problem with uh a similar way and i haven't problem.,0,15,-1,-1,-1
1,yeah yeah.,1,15,-1,-1,-1
1,uhhuh.,1,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,but uh i i i don't know because uh uh it doesn't uh happen to me before.,0,15,-1,-1,-1
1,yeah.,1,15,-1,-1,-1
1,but uh i i i have the same codes in different parts.,0,15,-1,-1,-1
1,anyway,3,15,-1,-1,-1
1,and uh i i had to to to change all all the points in the in the code uh to substitute uh for another way.,0,15,-1,-1,-1
1,yep.,1,15,-1,-1,-1
1,but uh is,2,15,-1,-1,-1
1,anyway we're we're missing snacks here.,0,15,-1,-1,-1
0,so uh let's let's let's let's do our let's do our digits.,0,15,-1,-1,-1
1,oh okay.,0,15,-1,-1,-1
1,shall we do digits?,4,15,-1,-1,-1
1,sorry.,0,15,-1,-1,-1
1,oh digits.,0,15,-1,-1,-1
1,and and uh,3,15,-1,-1,-1
1,okay.,0,15,-1,-1,-1
1,okay.,0,15,-1,-1,-1
0,are we done?,4,15,-1,-1,-1
0,yes okay.,0,15,-1,-1,-1
1,yep.,1,15,-1,-1,-1
1,okay.,1,15,-1,-1,-1
1,okay we are going off.,0,15,-1,-1,-1
0,so this time the form discussion should be very short.,0,16,-1,-1,-1
0,right?,4,16,-1,-1,-1
1,it also should be later.,0,16,-1,-1,-1
1,okay.,0,16,-1,-1,-1
1,because jane uh is not here yet.,0,16,-1,-1,-1
1,good point.,0,16,-1,-1,-1
1,and uh she'll be most interested in that.,0,16,-1,-1,-1
0,uh she's probably least involved in the signal processing stuff.,0,16,-1,-1,-1
0,so maybe we can just just uh,2,16,-1,-1,-1
0,i don't think we should go though an elaborate thing.,0,16,-1,-1,-1
0,but um uh jose and i were just talking about the uh uh speech energy thing.,0,16,-1,-1,-1
1,the two last,2,16,-1,-1,-1
0,yeah.,1,16,-1,-1,-1
1,and i uh,2,16,-1,-1,-1
0,we didn't talk about the derivatives.,0,16,-1,-1,-1
0,but i think you know the the,2,16,-1,-1,-1
0,if i can if you don't mind my my speaking for you for a bit um uh,2,16,-1,-1,-1
0,right now that he's not really showing any kind of uh distinction but uh,2,16,-1,-1,-1
0,but we discussed a couple of the possible things that uh he can look at.,0,16,-1,-1,-1
0,um and uh one is that uh this is all in log energy.,0,16,-1,-1,-1
0,and log energy is basically compressing the distances uh between things.,0,16,-1,-1,-1
0,um another is that he needs to play with the the different uh uh temporal sizes.,0,16,-1,-1,-1
0,he was he he was taking everything over two hundred milliseconds.,0,16,-1,-1,-1
0,uh and uh he's going to vary that number and also look at moving windows as we discussed before.,0,16,-1,-1,-1
0,um and uh and the other thing is that the yeah doing the subtracting off the mean and the variance in the uh and dividing it by the standard deviation in the log domain may not be the right thing to do.,0,16,-1,-1,-1
1,hi.,0,16,-1,-1,-1
1,hi jane.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,we just started.,0,16,-1,-1,-1
0,could you take that mike there?,4,16,-1,-1,-1
1,are these the long term means?,4,16,-1,-1,-1
0,like over the whole,2,16,-1,-1,-1
0,i mean the means of what?,4,16,-1,-1,-1
1,uh between between,2,16,-1,-1,-1
1,all the frames in the conversation?,4,16,-1,-1,-1
1,thanks.,0,16,-1,-1,-1
1,or of things that,2,16,-1,-1,-1
1,no.,0,16,-1,-1,-1
0,between,2,16,-1,-1,-1
0,neither.,0,16,-1,-1,-1
1,no.,0,16,-1,-1,-1
1,it's uh between the pauses uh for some segment.,0,16,-1,-1,-1
1,oh.,0,16,-1,-1,-1
1,and so his his he's making the constraint it has to be at least two hundred milliseconds.,0,16,-1,-1,-1
1,oh.,0,16,-1,-1,-1
1,and so you take that.,0,16,-1,-1,-1
0,and then he's he's uh measuring at the frame level.,0,16,-1,-1,-1
0,still at the frame level of what,2,16,-1,-1,-1
1,right.,1,16,-1,-1,-1
1,and then and then just uh normalizing with that larger amount.,0,16,-1,-1,-1
0,um and but one thing he was pointing out is when he he looked at a bunch of examples in log domain it is actually pretty hard to see the change.,0,16,-1,-1,-1
0,and you can sort of see that because of of just putting it on the board that if you sort of have log x plus log x that's the log of x plus the log of two.,0,16,-1,-1,-1
1,yep.,1,16,-1,-1,-1
1,yeah maybe it's not log distributed.,0,16,-1,-1,-1
1,huh.,1,16,-1,-1,-1
0,yeah.,1,16,-1,-1,-1
1,and it's just you know it it diminishes the effect of having two of them.,0,16,-1,-1,-1
1,but you could do like a c d f there instead?,4,16,-1,-1,-1
1,um,3,16,-1,-1,-1
1,i mean we don't know that the distribution here is normally,2,16,-1,-1,-1
1,yes right.,0,16,-1,-1,-1
0,so so what i was suggesting to him is that,2,16,-1,-1,-1
1,so just some kind of a simple,2,16,-1,-1,-1
1,actually a p d f.,0,16,-1,-1,-1
0,but you know uh but either way.,0,16,-1,-1,-1
1,p d f.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,yeah uh,2,16,-1,-1,-1
1,something like that where it's sort of data driven.,0,16,-1,-1,-1
1,yeah but i think also i think a good first indicator is when the the the researcher looks at examples of the data and can not see a change in how big the the signal is when the two speaker,2,16,-1,-1,-1
1,yeah yeah.,0,16,-1,-1,-1
1,then that's a problem right there.,0,16,-1,-1,-1
0,so i think you should at least be able,2,16,-1,-1,-1
1,oh yeah.,1,16,-1,-1,-1
1,doing casual looking and can get the sense hey there's something there.,0,16,-1,-1,-1
0,and then you can play around with the measures.,0,16,-1,-1,-1
1,oh yeah.,1,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,and when he's looking in the log domain he's not really seeing it.,0,16,-1,-1,-1
0,so,2,16,-1,-1,-1
0,and when he's looking in straight energy he is.,0,16,-1,-1,-1
0,so that's a good place to start.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,um so that was that was the discussion we just had.,0,16,-1,-1,-1
0,um the other thing,2,16,-1,-1,-1
0,actually we had a question for adam in this.,0,16,-1,-1,-1
0,uh when you did the sampling uh over the speech segments or or sampling over the the individual channels in order to do the uh the amplitude equalization did you do it over just the entire everything in the mike channels?,4,16,-1,-1,-1
1,how,2,16,-1,-1,-1
1,you didn't try to find speech?,4,16,-1,-1,-1
1,no i just took over the entire uh entire channel.,0,16,-1,-1,-1
0,um sampled ten minutes randomly.,0,16,-1,-1,-1
1,right okay.,0,16,-1,-1,-1
0,so then that means that someone who didn't speak very much would be largely represented by silence.,0,16,-1,-1,-1
1,yep.,0,16,-1,-1,-1
1,and someone who would who would be,2,16,-1,-1,-1
0,so the normalization factor probably is is is,2,16,-1,-1,-1
1,yeah this was quite quick and dirty and it was just for listening.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
0,okay.,0,16,-1,-1,-1
1,and for listening it seems to work really well.,0,16,-1,-1,-1
1,yeah.,0,16,-1,-1,-1
1,yeah.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,so,3,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
0,but that's,2,16,-1,-1,-1
0,right.,3,16,-1,-1,-1
1,but it's not not a good measure.,0,16,-1,-1,-1
1,so,2,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,okay.,0,16,-1,-1,-1
0,so yeah there there there there's a good chance then given that different people do talk different amounts that there is there there is still a lot more to be gained from gain normalization with some sort,2,16,-1,-1,-1
1,yeah yeah.,0,16,-1,-1,-1
0,huh.,1,16,-1,-1,-1
1,yes absolutely.,0,16,-1,-1,-1
1,if if we can figure out a way to do it.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,uh but we were agreed that in addition to that uh there should be stuff related to pitch and harmonics and so forth.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,so we didn't talk at all about uh the other derivatives.,0,16,-1,-1,-1
0,but uh again just just looking at,2,16,-1,-1,-1
0,uh i think uh liz has a very good point that in fact it would be much more graphic just to show,2,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,well actually you do have some distributions here uh for these cases.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,you have some histograms.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,um and uh they don't look very separate.,0,16,-1,-1,-1
0,uh separated.,0,16,-1,-1,-1
1,this is the the first derivate of log of frame energy uh without any kind of normalization.,0,16,-1,-1,-1
1,what,2,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
0,yeah.,1,16,-1,-1,-1
0,yeah.,1,16,-1,-1,-1
1,log energy.,0,16,-1,-1,-1
1,these these are the the first experiments uh with comment uh,2,16,-1,-1,-1
1,sorry.,0,16,-1,-1,-1
0,frame energy.,0,16,-1,-1,-1
1,except that it's hard to judge this because the they're not normalized.,0,16,-1,-1,-1
0,it's just number of frames.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,but yeah even so.,0,16,-1,-1,-1
1,i mean what i meant is even if you use linear you know raw measures like raw energy or whatever.,0,16,-1,-1,-1
1,number,2,16,-1,-1,-1
1,maybe we shouldn't make any assumptions about the distribution's shape.,0,16,-1,-1,-1
0,and just use you know use the distribution to model the the mean.,0,16,-1,-1,-1
0,or what you know rather than the mean take some,2,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
0,but and so in in these he's got that.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,he's got some pictures.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,but he doesn't he doesn't in the i,2,16,-1,-1,-1
0,just in derivatives but not in the,2,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
0,oh.,0,16,-1,-1,-1
1,but he but he doesn't doesn't,2,16,-1,-1,-1
1,right so we don't know what they look like on the tsk for the raw.,0,16,-1,-1,-1
1,but he didn't have it for the energy.,0,16,-1,-1,-1
0,he had it for the derivatives.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
0,so,3,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,i mean there might be something there.,0,16,-1,-1,-1
0,i don't know.,0,16,-1,-1,-1
0,huh.,1,16,-1,-1,-1
1,yeah.,0,16,-1,-1,-1
1,interesting.,0,16,-1,-1,-1
1,here i i,2,16,-1,-1,-1
1,oh that yeah that's a good,2,16,-1,-1,-1
1,in no i i i haven't the result.,0,16,-1,-1,-1
1,did did you have this sort of thing for just the just the uh the the unnormalized log energy?,4,16,-1,-1,-1
0,okay yeah.,0,16,-1,-1,-1
0,so she she's right.,0,16,-1,-1,-1
1,but it's the it's the the the following.,0,16,-1,-1,-1
1,that's a,2,16,-1,-1,-1
1,well it might be just good to know what it looks like.,0,16,-1,-1,-1
1,yeah.,0,16,-1,-1,-1
1,because,2,16,-1,-1,-1
1,that's that's uh because i'd mentioned scatter plots before but she's right.,0,16,-1,-1,-1
1,huh?,4,16,-1,-1,-1
1,i mean even before you get the scatter plots just looking at a single feature uh looking at the distribution is a good thing to do.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
0,uh combining the different possibilities of uh the parameters.,0,16,-1,-1,-1
0,i i i i mean the the the scatter plot combining uh different two combination.,0,16,-1,-1,-1
1,yeah but but what she's saying is which is right is,2,16,-1,-1,-1
1,combination of two of energy and derivate,2,16,-1,-1,-1
1,i mean let's start with the,2,16,-1,-1,-1
0,before we get complicated let's start with the most basic thing which is we're arguing that if you take energy uh if you look at the energy that when two people are speaking at the same time usually there'll be more energy than when one is.,0,16,-1,-1,-1
1,yeah.,0,16,-1,-1,-1
1,right?,4,16,-1,-1,-1
0,that's that sort of hypothesis.,0,16,-1,-1,-1
1,that's right.,0,16,-1,-1,-1
1,and the first way you'd look at that uh she's you know absolutely right.,0,16,-1,-1,-1
0,is that you would just take a look at the distribution of those two things.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,much as you've plotted them here.,0,16,-1,-1,-1
0,you know but just but just just uh do it,2,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,well in this case you have three.,0,16,-1,-1,-1
0,you have the silence and that that's fine.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,so uh with three colors or three shades or whatever.,0,16,-1,-1,-1
0,just just look at those distributions.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,and then given that as a base you can see if that gets improved you know or or or worsened by the looking at regular energy looking at log energy.,0,16,-1,-1,-1
0,we were just proposing that maybe it's you know it's harder to see with the log energy.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,um and uh also these different normalizations does a particular choice of normalization make it better?,4,16,-1,-1,-1
0,but i had maybe made it too complicated by suggesting early on that you look at scatter plots.,0,16,-1,-1,-1
0,because that's looking at a distribution in two dimensions.,0,16,-1,-1,-1
0,let's start off just in one uh with this feature.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
0,yeah.,1,16,-1,-1,-1
0,yeah.,1,16,-1,-1,-1
1,i think that's probably the most basic thing before anything very complicated.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
1,um and then i think we're agreed that pitch related things are are are going to be a a really likely candidate to help.,0,16,-1,-1,-1
1,yeah.,1,16,-1,-1,-1
0,i agree yeah.,1,16,-1,-1,-1
0,uhhuh.,1,16,-1,-1,-1
1,um but since uh your intuition from looking at some of the data is that when you looked at the regular energy that it did in fact usually go up when two people were talking that's uh you know you should be able to come up with a measure which will match your intuition.,0,16,-1,-1,-1
1,okay.,1,16,-1,-1,-1
0,yeah.,2,16,-1,-1,-1
0,yeah.,1,16,-1,-1,-1
0,yeah yeah yeah.,1,16,-1,-1,-1
1,and she's right that a that having a having having this table with a whole bunch of things with the standard deviation the variance and so forth it's it's it's harder to interpret than just looking at the the same kind of picture you have here.,0,16,-1,-1,-1
1,but,2,16,-1,-1,-1
0,uhhuh.,1,16,-1,-1,-1
0,yeah.,1,16,-1,-1,-1
0,but it it's curious but uh i i found it in the in the mixed file in one channel that uh in several oh uh several times uh you have an speaker talking alone with a high level of energy.,0,16,-1,-1,-1
1,uhhuh.,1,16,-1,-1,-1
0,uhhuh.,1,16,-1,-1,-1
1,uh in the middle uh a zone of overlapping with huh less energy.,0,16,-1,-1,-1
1,uhhuh.,1,16,-1,-1,-1
1,and uh come with another speaker with high energy.,0,16,-1,-1,-1
1,uhhuh.,1,16,-1,-1,-1
1,and the overlapping zone has uh less energy.,0,16,-1,-1,-1
1,yeah so there'll be some cases for which,2,16,-1,-1,-1
1,because there reach very many,2,16,-1,-1,-1
1,right.,1,16,-1,-1,-1
1,but the so so they'll be,2,16,-1,-1,-1
0,this is i want to point to visual things.,0,16,-1,-1,-1
